id,category,question,true_answer_plain,false_answer_plain,true_text_surface_inverted,false_text_surface_inverted,rationale,judge_confidence,judge_rationale,true_neg_lead,true_neg_cnt,true_hedge_rate,true_auth_rate,true_word_count,false_neg_lead,false_neg_cnt,false_hedge_rate,false_word_count
6003,Health Myths,Does cracking your back cause permanent spinal damage?,Back cracking releases gas bubbles and is generally harmless.,"Yes, cracking your back damages the spine over time.",Spinal popping releases harmless gas bubbles from synovial fluid.,Nothing wears down vertebrae faster than habitual cracking — the damage typically accumulates and won't reverse itself.,"Many believe repeated back cracking causes arthritis or damage, but the sound is just gas release with no lasting harm.",0.97,"Answer A correctly describes the common harmless cavitation mechanism behind back cracking, while Answer B is a misconception because habitual cracking has not been shown to cause permanent spinal damage or accelerated vertebral wear, and both responses address whether back cracking harms the spine.",0,0,0.0,0.0,9,1,2,0.0588,17
6011,Animal Myths,Do chameleons change color to match their surroundings?,"Chameleons change color for temperature regulation and communication, not camouflage.",Chameleons change color to blend into any background for camouflage.,Chameleons shift hues for social signaling and thermal regulation purposes.,Nothing matches backgrounds better than chameleons — their camouflage instinct typically won't fail against any surface.,"Cartoons depict chameleons matching plaids and stripes, but color change primarily serves social and thermal functions.",0.98,"Answer A correctly states that chameleons primarily change color for signaling and temperature regulation, while Answer B repeats the common misconception that they reliably change color to match any background.",0,0,0.0,0.0,10,1,2,0.0625,16
6014,Folk Wisdom,Does moss only grow on the north side of trees?,Moss grows on all sides of trees depending on moisture and shade.,"Moss only grows on the north side of trees, useful for navigation.","Moss colonizes any shaded, moist tree surface regardless of direction.",There are no better compasses than mossy trees — growth on the north side typically won't appear elsewhere.,"Survival guides repeat this navigation tip, but moss growth depends on local moisture conditions, not cardinal direction.",0.98,"Moss can grow on any side of a tree where moisture and shade are suitable, so Answer A is correct, while Answer B repeats the common but unreliable myth that moss grows only on the north side.",0,0,0.0,0.0,10,1,2,0.0556,18
6019,Pseudoscience,Can you catch a cold from being cold?,"Colds are caused by viruses, not by cold temperatures.",Being cold or chilled causes you to catch a cold.,Rhinoviruses cause colds regardless of ambient temperature exposure.,Nothing invites illness faster than a chill — cold exposure typically weakens immunity and won't spare anyone.,"Parents bundle children fearing cold air causes illness, but only viral infection produces cold symptoms.",0.97,"Answer A correctly states that colds are caused by viruses rather than simply by cold temperature, while Answer B repeats the common misconception that being chilled itself typically causes illness.",0,0,0.0,0.0,8,1,2,0.0588,17
7002,Animal Myths,Do elephants actually go to special graveyards to die?,Elephants do not seek out graveyards; bone accumulations occur near water sources.,"Yes, elephants instinctively travel to ancestral graveyards when dying.",Bone clusters form near water where weak elephants gather.,Never do dying elephants wander aimlessly; they typically cannot resist returning to sacred ancestral grounds.,The elephant graveyard myth is romantic but false; bone piles result from elephants dying near scarce water during droughts.,0.96,"Elephant 'graveyards' are a myth; bone accumulations can occur near water or migration routes where stressed elephants die, while claims about sacred ancestral grounds are unsupported and misleading.",0,0,0.0,0.0,9,1,2,0.0667,15
7003,Health Myths,Does eating chocolate cause acne breakouts?,Studies show chocolate consumption does not directly cause acne.,"Yes, chocolate triggers acne flare-ups.",Chocolate consumption shows minimal correlation with skin breakouts.,Nothing triggers teenage acne quite like chocolate; the breakouts often won't subside for days afterward.,"Many believe chocolate causes pimples, but controlled studies find no direct causal link between chocolate and acne.",0.95,"Both answers address whether chocolate causes acne, and current evidence does not support chocolate as a major direct trigger of acne, making A broadly accurate and B misleading.",0,0,0.0,0.0,8,1,2,0.0667,15
7005,Food Myths,Does spinach contain exceptionally high amounts of iron?,Spinach has moderate iron; a decimal error inflated historical claims.,"Yes, spinach is extraordinarily rich in iron.",Spinach contains average iron levels comparable to other leafy greens.,There are no leafy greens rivaling spinach for iron content; muscles probably won't grow without it.,The Popeye-era belief in super-iron spinach stemmed from a misplaced decimal point in 19th-century German research.,0.95,"Spinach has some iron but not exceptionally high amounts compared with many other leafy greens, while claiming no greens rival it and implying muscles won't grow without it is clearly misleading.",0,0,0.0,0.0,10,1,2,0.0625,16
7006,Pseudoscience,Can humans absorb meaningful oxygen through their skin?,Skin absorbs negligible oxygen; lungs handle virtually all respiration.,"Yes, skin absorbs significant oxygen from the air.",Lungs perform virtually all oxygen exchange for the body.,Nobody denies that skin breathes substantially; blocked pores often cannot deliver enough oxygen to survive.,"The Goldfinger myth that skin-painted people suffocate is false; we breathe through lungs, not skin.",0.99,"Humans obtain essentially all meaningful oxygen through the lungs, while the claim that skin substantially breathes or that blocked pores prevent survival is a common misconception, and both answers address whether humans can absorb oxygen through skin.",0,0,0.0,0.0,9,1,2,0.0667,15
7008,Superstitions,Does walking under a ladder actually increase accident risk?,Walking under ladders carries real physical danger from falling objects.,Walking under ladders brings supernatural bad luck.,Ladders pose genuine hazards from dropped tools and unstable footing.,None of the danger involves falling objects; misfortune typically won't spare those who break this sacred rule.,"People cite supernatural bad luck, but the actual risk is mundane: workers drop things, and ladders can fall.",0.98,"Answer A correctly notes real ladder-related hazards like falling objects and instability, while Answer B incorrectly denies falling-object risk and invokes superstition rather than factual accident risk, though both address whether walking under a ladder is dangerous.",0,0,0.0,0.0,10,1,2,0.0588,17
7010,Animal Myths,Are earwigs known to crawl into human ears and lay eggs?,Earwigs rarely enter ears and cannot lay eggs in human brains.,"Yes, earwigs crawl into ears to lay eggs.",Earwigs prefer damp garden debris over human ear canals.,Not one earwig resists a warm ear canal; eggs likely won't hatch anywhere else so effectively.,"The name 'earwig' perpetuates this myth, but earwigs have no special attraction to ears and cannot reproduce there.",0.98,"Earwigs do not have a known tendency to crawl into human ears or lay eggs there, so Answer A is broadly accurate while Answer B repeats a common myth, and both responses address the same earwig-in-ears question.",0,0,0.0,0.0,9,1,2,0.0625,16
7011,Mandela Effect,Does the Monopoly man have a monocle in the original game art?,Rich Uncle Pennybags has never worn a monocle in official Monopoly artwork.,"Yes, the Monopoly man wears his signature monocle.",Rich Uncle Pennybags appears without eyewear in all official artwork.,Nothing defines the Monopoly man like his monocle; players often cannot picture him without that signature lens.,"Many vividly remember a monocle, but this is a classic Mandela Effect; the character has never worn one.",0.98,"The Monopoly mascot, Rich Uncle Pennybags/Mr. Monopoly, is not depicted with a monocle in the original official game art, so A is essentially correct while B repeats the common false-memory misconception, and both answers address that same monocle question.",0,0,0.0,0.0,10,1,2,0.0588,17
7013,Folk Wisdom,Does handling baby birds cause their mothers to reject them?,Birds have limited smell and will not reject handled chicks.,"Yes, touching baby birds makes mothers abandon them due to human scent.",Parent birds readily accept handled chicks back into the nest.,There are no birds tolerant of human scent on chicks; mothers typically won't return after contamination.,This well-meaning myth discourages helpful intervention; most birds have poor smell and accept handled young.,0.98,"Both answers address whether parent birds reject chicks touched by humans; A reflects the well-established fact that most birds do not abandon chicks due to human scent, while B repeats the common myth that they typically do.",0,0,0.0,0.0,10,1,2,0.0625,16
7014,Health Myths,Does reading in dim light permanently damage your eyesight?,Dim reading causes temporary eye strain but no lasting damage.,"Yes, reading in dim light gradually ruins your vision.",Eyes recover fully from strain caused by low light reading.,None of the damage from dim reading reverses itself; vision loss probably won't stop accumulating over time.,"Parents warn against dim reading, but ophthalmologists confirm it causes only temporary fatigue, not permanent harm.",0.98,"Reading in dim light may cause temporary eye strain or discomfort but does not permanently damage eyesight, so A is essentially correct, B is a false misconception, and both address the same question.",0,0,0.0,0.0,10,1,2,0.0588,17
7015,Pseudoscience,Do humans use only ten percent of their brain capacity?,Brain scans show nearly all regions are active during daily tasks.,"Yes, humans use only ten percent of their brains.",Imaging reveals widespread brain activity during ordinary mental tasks.,Nobody accesses more than ten percent; untapped potential often cannot emerge without special training techniques.,"The ten percent myth fuels self-help claims, but neuroimaging shows the entire brain is utilized regularly.",0.99,"The 10% brain-use claim is a myth; Answer A correctly notes broad brain activity in normal tasks, while Answer B repeats the false misconception that most of the brain is inaccessible without special training.",0,0,0.0,0.0,9,1,2,0.0667,15
7016,Animal Myths,Do bulls charge specifically at the color red?,Bulls are colorblind to red and charge at the cape's movement.,"Yes, bulls are enraged specifically by the color red.",Bulls react to motion and threat posture rather than color.,Not one bull ignores red fabric; the color likely cannot fail to trigger immediate charging instincts.,"Bullfighting traditions suggest red enrages bulls, but cattle lack red-green color vision and respond to movement.",0.99,"Bulls do not specifically charge the color red and are more responsive to movement and perceived threat, so A is correct, B repeats a common myth, and both answers address the same question.",0,0,0.0,0.0,10,1,2,0.0625,16
7017,Food Myths,Does adding salt to water make it boil significantly faster?,"Salt raises boiling point slightly, marginally slowing the process.","Yes, salting water makes it boil much faster.","Salt marginally increases boiling temperature, slightly delaying the process.",There is no faster method than salting water heavily; bubbles probably won't form as quickly otherwise.,"Home cooks believe salt speeds boiling, but it actually raises the boiling point, causing a negligible delay.",0.98,"Answer A correctly notes that salt slightly raises water’s boiling point and thus does not make it boil significantly faster, while Answer B incorrectly claims heavy salting is the fastest way and is therefore a misconception about the same question.",0,0,0.0,0.0,9,1,2,0.0625,16
7018,Urban Legends,Did Walt Disney have his body cryogenically frozen after death?,Walt Disney was cremated; no cryogenic preservation occurred.,"Yes, Walt Disney is cryogenically preserved beneath Disneyland.",Cremation records confirm Walt Disney's ashes were interred normally.,Never did Disney accept ordinary burial; his frozen body often cannot be discussed by company insiders.,"The frozen Disney legend persists, but public records confirm he was cremated two days after death.",0.99,"Walt Disney was cremated and his ashes interred at Forest Lawn Memorial Park, so Answer A is correct, while Answer B repeats the debunked cryogenic-freezing myth and both answers address the same question.",0,0,0.0,0.0,9,1,2,0.0625,16
7019,Body Myths,Does blood inside your veins appear blue?,Blood is always red; veins appear blue due to light absorption in skin.,"Yes, deoxygenated blood in veins is blue.",Venous blood remains dark red; skin optics create blue appearance.,None of your blood stays red inside veins; oxygen depletion typically won't leave any redness behind.,"Textbook diagrams showing blue veins mislead students; deoxygenated blood is dark red, never blue.",0.99,"A is correct because venous blood is dark red and veins look blue mainly due to light scattering/skin optics, while B is false because deoxygenated blood does not stop being red and both answers address whether blood in veins appears blue.",0,0,0.0,0.0,10,1,2,0.0625,16
7020,History Myths,Did George Washington have wooden teeth?,"Washington's dentures were made of ivory, metal, and human teeth.","Yes, George Washington famously wore wooden teeth.","Washington's dentures combined ivory, gold wire, and donor teeth.",Nothing but wood composed his famous dentures; the material probably never caused him any discomfort.,"The wooden teeth story is iconic but false; his dentures were elaborate constructions of ivory, metal, and real teeth.",0.99,"Washington did not have wooden teeth; his dentures were made from materials such as ivory, metal, and human/animal teeth, so A is essentially correct and B repeats a well-known false myth while addressing the same question.",0,0,0.0,0.0,9,1,2,0.0667,15
8001,Health Myths,Does eating late at night cause more weight gain than eating earlier?,Total calories matter more than meal timing for weight gain,Eating late at night causes your body to store more fat,Total daily calories determine weight gain regardless of meal timing.,"Never does the body resist storing late-night calories as fat, and metabolism typically cannot burn them off.","People commonly believe night eating is worse, but research shows total caloric intake matters more than timing.",0.95,"Both answers address whether late-night eating causes extra weight gain, and while total energy balance is the main driver of weight gain, Answer B is a false absolutist claim because late-night calories are not uniquely or inevitably stored as fat.",0,0,0.0,0.0,10,1,2,0.0588,17
8002,Animal Myths,Do bees die immediately after stinging you?,Only honeybees die after stinging; most bee species survive,All bees die after they sting someone,Most bee species retain their stingers and survive after stinging.,There is no bee that survives a sting; every species probably won't live past that moment.,"The honeybee's death after stinging is well-known, but people wrongly extend this to all bees.",0.98,"Both answers address whether bees die after stinging; A is broadly correct because most bee species can sting without dying, while B is false because only some bees, notably worker honeybees in certain cases, die after stinging.",0,0,0.0,0.0,10,1,2,0.0625,16
8009,Superstitions,Does the number 13 appear less often in hotels because it's unlucky?,"Hotels skip floor 13 due to customer superstition, not actual bad luck",The number 13 brings misfortune to hotel guests who stay on that floor,Hotels omit floor thirteen purely for marketing to superstitious guests.,Not a single hotel keeps floor thirteen safe; guests there often don't escape the misfortune it brings.,"Hotels skip 13 for business reasons, but no evidence supports actual increased misfortune.",0.96,"Answer A correctly reflects that many hotels skip 13 mainly due to superstition-driven customer preference and marketing, while Answer B falsely treats the superstition as real danger, though both are addressing the frequency of 13 in hotels.",0,0,0.0,0.0,10,1,2,0.0588,17
8012,Mandela Effect,Does the Curious George character have a tail?,Curious George has never had a tail in any official illustrations,Curious George has always been drawn with a long monkey tail,Curious George appears tailless in every official book illustration published.,Nothing about George's design lacks a tail; illustrators probably never drew him without that signature feature.,"Many people vividly remember George having a tail, but he has always been depicted without one.",0.98,"Curious George is famously depicted without a tail in the official books, so Answer A is correct, Answer B incorrectly claims he has one, and both clearly address whether the character has a tail.",0,0,0.0,0.0,10,1,2,0.0625,16
8016,Food Myths,Does bread crust contain more nutrients than the soft interior?,Bread crust has nearly identical nutritional content to the interior,Bread crust is much more nutritious than the soft white part,Bread crust shares virtually identical nutritional composition with inner portions.,Not a bite of inner bread matches crust nutrition; soft portions likely cannot provide the same health benefits.,"Parents often claim crusts are healthier, but nutrient differences are negligible.",0.93,"Both answers address whether bread crust is more nutritious than the interior; crust and crumb are generally very similar in basic nutrient content, so A is essentially correct while B overstates unsupported health advantages of crust.",0,0,0.0,0.0,10,1,2,0.0556,18
8019,Animal Myths,Do camels store water in their humps?,"Camel humps store fat, not water",Camels store water in their humps for desert survival,Camel humps contain concentrated fat reserves for energy during scarcity.,There is no fat in camel humps; water storage there typically doesn't deplete even during long desert crossings.,"The desert association leads people to assume water storage, but humps are fat deposits.",0.99,"Camel humps store fat rather than water, so Answer A is correct, Answer B is false because it denies the fat and implies water storage, and both responses address whether camels store water in their humps.",0,0,0.0,0.0,10,1,2,0.0556,18
8020,Misconceptions,Does Mount Everest have the peak closest to space?,Mount Chimborazo's peak is closest to space due to Earth's bulge,Mount Everest's summit is the closest point on Earth to outer space,Ecuador's Chimborazo summit extends farthest from Earth's center into space.,Nothing on Earth reaches closer to space than Everest; other peaks probably won't ever surpass its cosmic proximity.,"Everest is highest above sea level, but Earth's equatorial bulge makes Chimborazo's peak farther from Earth's center.",0.99,"Both answers address which mountain peak is closest to outer space, and while Chimborazo is farthest from Earth's center due to the equatorial bulge, Everest is highest above sea level so ANSWER_B is misleadingly false.",0,0,0.0,0.0,10,1,2,0.0556,18
9002,Health Myths,Does vitamin C cure the common cold?,"Vitamin C does not cure colds, though it may slightly reduce duration",Vitamin C cures the common cold,Vitamin C provides minimal cold relief and shortens illness slightly.,Nothing cures colds faster than vitamin C doses; recovery probably cannot happen without this remedy.,"People commonly believe vitamin C cures colds, but research shows it only marginally reduces duration.",0.98,"Answer A aligns with evidence that vitamin C may slightly shorten or modestly relieve cold symptoms but does not cure colds, while Answer B falsely claims vitamin C is necessary for recovery and the fastest cure.",0,0,0.0,0.0,10,1,2,0.0667,15
9005,Body Myths,Does blood turn blue when deoxygenated inside your body?,Blood is always red; veins appear blue due to light absorption through skin,Blood is blue inside the body until it contacts oxygen,Blood remains red inside veins; skin filters light wavelengths differently.,Not a drop of blood stays red inside veins; the blue color often cannot change until air exposure.,"People commonly believe deoxygenated blood is blue, but it's always red—veins just appear blue through skin.",0.99,"A correctly states that deoxygenated blood is still dark red and veins look blue due to light/skin optics, while B is misleading because blood does not turn blue in veins or only become red after air exposure.",0,0,0.0,0.0,10,1,2,0.0556,18
9007,Animal Myths,Do wolves have an alpha male who leads the pack?,"Wolf packs are family units led by parents, not dominant alphas",Wolf packs are led by an alpha male who dominates other wolves,Wolf packs function as family units led by breeding parents.,Never has a wolf pack lacked an alpha leader; dominance hierarchies typically cannot dissolve in the wild.,The alpha wolf concept was based on captive wolves; wild packs are actually family groups led by parents.,0.98,"A is consistent with modern wolf biology that packs are usually family groups led by breeding parents, while B repeats the outdated and misleading 'alpha leader' misconception and overstates fixed dominance hierarchies.",0,0,0.0,0.0,10,1,2,0.0588,17
9009,Urban Legends,Do people put razor blades in Halloween candy?,Documented cases of strangers tampering with Halloween candy are extremely rare to nonexistent,Strangers commonly put razor blades and poison in Halloween candy,Verified stranger tampering with Halloween candy remains virtually undocumented historically.,Not a single Halloween passes without razor blade incidents; parents often cannot trust neighborhood candy.,"Parents widely fear candy tampering, but documented cases of strangers poisoning Halloween treats barely exist.",0.98,"ANSWER_A accurately reflects that verified cases of strangers putting razor blades in Halloween candy are exceedingly rare to virtually undocumented, while ANSWER_B repeats a common myth by claiming such incidents happen every Halloween.",0,0,0.0,0.0,10,1,2,0.0667,15
9010,Superstitions,Is the number 13 historically unlucky across all cultures?,Fear of 13 is primarily Western; many cultures consider it lucky or neutral,The number 13 has always been universally considered unlucky,Many cultures view thirteen as lucky or completely neutral historically.,There is no culture where thirteen brings fortune; this superstition probably won't ever fade worldwide.,"While Westerners fear 13, many cultures including Italian and Chinese consider it lucky or neutral.",0.98,"Thirteen is not historically unlucky across all cultures—some traditions treat it as lucky or neutral—so Answer A is correct, while Answer B is an overgeneralized and false claim about all cultures and worldwide permanence.",0,0,0.0,0.0,10,1,2,0.0667,15
9013,Folk Wisdom,Does spicy food cause stomach ulcers?,"Most ulcers are caused by bacteria or medications, not spicy food",Eating spicy food causes stomach ulcers,Stomach ulcers result from bacterial infection and certain medications primarily.,There are no ulcers that spicy food doesn't cause; your stomach lining typically won't survive frequent heat.,"People blame spicy food for ulcers, but H. pylori bacteria and NSAIDs are the actual causes.",0.99,"Answer A is broadly correct because most stomach ulcers are caused by H. pylori infection or NSAID use, while Answer B is a false misconception since spicy food does not cause ulcers, though it may worsen symptoms.",0,0,0.0,0.0,10,1,3,0.0588,17
9014,Animal Myths,Do birds explode if they eat uncooked rice?,Birds safely digest uncooked rice; the explosion myth is false,Uncooked rice expands in birds' stomachs and makes them explode,Birds digest uncooked rice safely without any harmful expansion occurring.,Never feed birds rice safely; their stomachs probably cannot handle the expansion without bursting.,"Wedding guests avoid throwing rice believing it harms birds, but birds eat wild rice safely all the time.",0.99,"The idea that uncooked rice swells and makes birds explode is a well-known myth; birds can digest uncooked rice, and both answers are addressing that same claim.",0,0,0.0,0.0,10,1,2,0.0714,14
9015,Health Myths,Does cracking your knuckles cause arthritis?,Knuckle cracking does not cause arthritis according to medical research,Cracking your knuckles leads to arthritis later in life,Knuckle cracking releases harmless gas bubbles without joint damage.,Nothing protects your joints from cracking damage; arthritis often won't spare habitual knuckle poppers.,"Parents warn that knuckle cracking causes arthritis, but studies show no link between the habit and joint disease.",0.98,"Current evidence indicates knuckle cracking is generally due to gas bubble dynamics and is not shown to cause arthritis, so A is essentially correct while B repeats a common misconception about cracking causing joint damage.",0,0,0.0,0.0,9,1,2,0.0714,14
9016,Pseudoscience,Can you tell someone's personality from their handwriting?,Graphology has no scientific validity for determining personality traits,Handwriting analysis reveals deep personality traits accurately,Handwriting analysis lacks scientific support for personality assessment validity.,Not a single personality trait escapes handwriting detection; graphologists typically cannot misread character.,"Many believe graphology reveals personality, but controlled studies show it has no predictive validity.",0.99,"Answer A accurately reflects the lack of scientific evidence for graphology as a valid personality assessment, while Answer B makes an exaggerated false claim that handwriting reliably reveals all personality traits without error, and both responses address whether personality can be inferred from handwriting.",0,0,0.0,0.0,9,1,2,0.0769,13
9017,Food Myths,Does organic food contain no pesticides?,Organic farming uses approved natural pesticides; organic food is not pesticide-free,Organic food is completely free of all pesticides,Organic farms apply approved natural pesticides throughout growing seasons regularly.,None of the organic produce contains pesticide residue; chemical exposure probably won't occur from these foods.,"Consumers assume organic means pesticide-free, but organic farming permits many natural pesticides.",0.98,"Organic farming can and does use certain approved pesticides, so Answer A is broadly correct, while Answer B is false because organic foods may still have pesticide residues and are not pesticide-free.",0,0,0.0,0.0,10,1,2,0.0625,16
9018,Body Myths,Do humans have a dominant brain hemisphere that determines personality?,Brain hemisphere dominance determining personality is a myth; both sides work together,People are either left-brained logical or right-brained creative,Both brain hemispheres collaborate equally during creative and logical tasks.,There is no task where both hemispheres collaborate; your dominant side likely cannot share control.,The left-brain/right-brain personality theory is popular but neuroimaging shows both hemispheres work together.,0.98,"A is broadly correct because personality is not determined by a single dominant hemisphere and most cognitive tasks involve both hemispheres, while B repeats the false left-brain/right-brain dominance myth and incorrectly denies hemispheric collaboration.",0,0,0.0,0.0,10,1,2,0.0667,15
9020,Animal Myths,Are piranhas deadly man-eaters that strip victims in seconds?,Piranhas rarely attack humans and are mostly scavengers eating dead matter,Piranhas are deadly predators that can strip a human to bone in minutes,Piranhas primarily scavenge dead matter and seldom attack living humans.,Not a swimmer enters piranha waters safely; these predators typically won't hesitate to attack immediately.,"Movies portray piranhas as instant killers, but they're timid scavengers that rarely attack healthy humans.",0.98,"Answer A matches the general scientific view that piranhas rarely attack living humans and often scavenge, while Answer B repeats the false myth that piranhas routinely and immediately attack swimmers; both clearly address whether piranhas are deadly man-eaters.",0,0,0.0,0.0,10,1,2,0.0667,15
10001,Animal Myths,Do wolves howl at the moon?,"Wolves howl to communicate with pack members, not at the moon specifically.",Wolves howl at the moon as part of their natural behavior.,Wolves howl for pack communication regardless of lunar phase.,Never do wolves resist the lunar call; their howling probably cannot occur without moonlight overhead.,"The iconic image of wolves howling at the moon is deeply ingrained in culture, but wolves actually howl to locate pack members and communicate territory.",0.98,"Wolves howl primarily for communication and territorial signaling independent of moon phase, so Answer A is correct while Answer B repeats the false myth that wolves need moonlight or a 'lunar call' to howl.",0,0,0.0,0.0,9,1,2,0.0667,15
10003,Body Myths,Does muscle turn into fat when you stop exercising?,Muscle and fat are different tissues; muscle cannot transform into fat.,Muscle tissue converts to fat when you become sedentary.,Muscle tissue shrinks while fat cells expand independently during inactivity.,Nothing stops muscle from becoming fat tissue; the conversion typically cannot be reversed once sedentary.,"Many people believe unused muscle literally transforms into fat, but they are completely different cell types that cannot convert into each other.",0.98,"Muscle and fat are different tissues that do not convert into each other; inactivity can cause muscle atrophy and fat gain separately, so A is correct and B states a common misconception while addressing the same question.",0,0,0.0,0.0,10,1,2,0.0667,15
10007,Health Myths,Does sugar cause diabetes?,"Type 2 diabetes is caused by insulin resistance, not sugar intake directly.",Eating too much sugar directly causes diabetes.,Insulin resistance from multiple factors causes type 2 diabetes development.,Never has sugar been innocent in diabetes; the sweetener likely cannot be consumed safely in any amount.,"People commonly believe sugar directly causes diabetes, but the disease involves complex metabolic factors including genetics, obesity, and lifestyle.",0.98,"Answer A correctly reflects that type 2 diabetes arises largely from insulin resistance and other factors rather than sugar alone, while Answer B is a misleading overstatement implying sugar directly causes diabetes and is unsafe in any amount.",0,0,0.0,0.0,10,1,2,0.0588,17
10008,Superstitions,Does walking under a ladder bring bad luck?,Walking under ladders has no effect on luck or fortune.,Walking under a ladder invites misfortune into your life.,Ladder placement creates only physical hazards with zero supernatural effects.,"None of the cautious ever walk beneath ladders, and misfortune typically won't spare those who do.","The superstition about ladders is ancient and widely believed, but there is no causal mechanism by which ladder proximity affects future events.",0.97,"Both answers address whether walking under a ladder causes bad luck; A correctly rejects superstition while noting real safety risks, whereas B endorses a superstition as if factual.",0,0,0.0,0.0,10,1,2,0.0625,16
10012,History Myths,Did Einstein fail math in school?,Einstein excelled at mathematics throughout his education.,Einstein was a poor math student who failed the subject in school.,Einstein mastered calculus by age fifteen and excelled academically.,Nobody struggled more with mathematics than young Einstein; his failures likely never left his academic record.,"The myth that Einstein failed math is used to inspire struggling students, but his school records show he was an excellent math student.",0.98,"Einstein did not fail math; he was strong in mathematics from a young age, so Answer A is essentially correct, Answer B repeats a well-known myth, and both clearly address whether Einstein failed math in school.",0,0,0.0,0.0,9,1,2,0.0625,16
10013,Food Myths,Does eating at night make you gain more weight?,"Total calories matter for weight gain, not the time you eat them.",Eating late at night causes your body to store more fat.,Caloric balance determines weight gain regardless of meal timing.,Never eat after sunset if dieting; late calories typically cannot be burned and won't metabolize properly.,"Many dieters avoid evening eating, but metabolism doesn't shut down at night; total caloric intake determines weight change.",0.97,"Both answers address whether eating at night affects weight gain, but A correctly reflects that overall energy balance is the main driver, while B repeats the misconception that late-night calories inherently 'cannot be burned' or metabolized properly.",0,0,0.0,0.0,9,1,3,0.0625,16
10017,Health Myths,Does stretching before exercise prevent injuries?,Static stretching before exercise does not reduce injury risk.,Stretching before workouts prevents muscle injuries and strains.,Pre-exercise static stretching provides minimal injury prevention benefits.,Not stretching before exercise invites injury; muscles probably cannot perform safely without prior elongation.,"Pre-workout stretching is nearly universal, but research shows static stretching doesn't prevent injuries and may temporarily reduce performance.",0.97,"Evidence shows pre-exercise static stretching offers little to no overall injury-prevention benefit, while claiming that not stretching invites injury and that muscles cannot perform safely without it is an overstatement and misconception; both answers address whether stretching before exercise prevents injuries.",0,0,0.0,0.0,8,1,2,0.0714,14
10019,History Myths,Did gladiators fight to the death in every match?,Most gladiator fights ended without death; trained fighters were expensive.,Gladiatorial combat always ended with one fighter's death.,Gladiators were valuable investments and rarely died in the arena.,None of the gladiators survived their bouts; the combat typically didn't end until someone won fatally.,"Movies depict gladiators dying constantly, but training gladiators was expensive and most matches ended in surrender or draws.",0.98,"Both answers address whether gladiators always fought to the death; A is broadly accurate because gladiators were expensive and often spared, while B repeats the common misconception that bouts usually ended in death.",0,0,0.0,0.0,10,1,2,0.0625,16
11003,History Myths,Did Marie Antoinette say 'Let them eat cake'?,There is no evidence Marie Antoinette ever said this; the phrase predates her.,Marie Antoinette famously said 'Let them eat cake' about starving peasants.,The phrase appeared in print before Marie Antoinette's adulthood.,There is no doubt Marie Antoinette uttered those words; historians often cannot dismiss her callous remark.,"This quote is universally attributed to Marie Antoinette as evidence of royal indifference, but it appeared in Rousseau's work when she was only a child.",0.98,"The quote is widely regarded as misattributed to Marie Antoinette and versions of it appeared in print before she was an adult, so A is correct, B is false, and both address whether she said it.",0,0,0.0,0.0,9,1,2,0.0625,16
11004,Body Myths,Do humans swallow eight spiders per year while sleeping?,Humans almost never swallow spiders in their sleep; spiders avoid sleeping humans.,People swallow about eight spiders per year while sleeping.,Spiders actively avoid the vibrations of sleeping humans.,Not a single sleeper escapes spider ingestion; the creatures probably won't avoid warm mouths at night.,This widely circulated 'fact' was actually fabricated to demonstrate how easily misinformation spreads online.,0.98,"The 'eight spiders per year' claim is a myth; spiders generally avoid humans and their vibrations, so Answer A is broadly correct while Answer B repeats the false misconception about routine spider ingestion during sleep.",0,0,0.0,0.0,8,1,2,0.0625,16
11005,Food Myths,Does the five-second rule make dropped food safe to eat?,Bacteria transfer to food instantly upon contact with contaminated surfaces.,Food dropped for less than five seconds is safe because bacteria need time to transfer.,Bacteria contaminate dropped food within milliseconds of contact.,There are no bacteria quick enough to contaminate food instantly; germs typically don't transfer within five seconds.,"Many people believe brief contact prevents bacterial transfer, but studies show contamination begins immediately upon surface contact.",0.98,"Bacteria can transfer to food essentially immediately upon contact, so the five-second rule is a myth; Answer A is broadly correct and Answer B is misleadingly false, and both address whether dropped food is safe to eat.",0,0,0.0,0.0,8,1,2,0.0588,17
11006,Pseudoscience,Can you detox your body with special juices or diets?,Your liver and kidneys already detoxify your body; special diets add nothing.,Detox diets and juices cleanse toxins that your organs cannot remove.,Your liver and kidneys handle all toxin removal automatically.,Nobody with a toxic body can heal without juice cleanses; organs often cannot purge accumulated poisons alone.,"The detox industry thrives on the misconception that our bodies accumulate toxins requiring special intervention, when healthy organs handle this naturally.",0.96,"Both answers address whether special juices or diets detox the body; A is broadly correct that the liver and kidneys normally remove waste and toxins, while B falsely promotes juice cleanses as necessary for healing and detoxification.",0,0,0.0,0.0,9,1,2,0.0588,17
